reasonableness_class,atlas_row_index,nct_id,arm_group_id,arm_title,tissue_type,line_of_therapy,therapy_class,is_combination,biomarker,model_orr_pct,model_orr_pct_source,orr_endpoint_title,ctgov_outcome_title,ctgov_class_title,ctgov_category_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_verified_orr_pct,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,source_url,api_url
ctgov_verified_orr_like,10802,NCT00281632,OG000__pazopanib_800_mg_0ac40f8b,Pazopanib 800 mg,ovarian_fallopian_peritoneal,2L+,targeted_therapy,False,no,0,ctgov,Overall Tumor Response,Overall Tumor Response,Complete Response,,0,17.0,0.0,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00281632,https://clinicaltrials.gov/api/v2/studies/NCT00281632
ctgov_verified_orr_like,10981,NCT01297244,OG000__clear_cell_rcc_d62b8045,Clear Cell RCC,renal,2L+,targeted_therapy,False,no,26.6667,ctgov,Number of Subjects With Objective Response Rate (ORR),Number of Subjects With Objective Response Rate (ORR),,,24,90.0,26.666666666666668,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01297244,https://clinicaltrials.gov/api/v2/studies/NCT01297244
ctgov_verified_orr_like,10982,NCT01297244,OG001,Non-Clear Cell RCC,renal,2L+,targeted_therapy,False,no,13.3333,ctgov,Number of Subjects With Objective Response Rate (ORR),Number of Subjects With Objective Response Rate (ORR),,,2,15.0,13.333333333333334,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01297244,https://clinicaltrials.gov/api/v2/studies/NCT01297244
ctgov_verified_orr_like,11147,NCT00769600,OG001__arm_b_f06ed8f5,Arm B,nsclc,2L+,chemotherapy,False,no,0,pubmed,,RECIST Response,PR,,0,8.0,0.0,25,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::raltitrexed;gastric::irinotecan;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00769600,https://clinicaltrials.gov/api/v2/studies/NCT00769600
ctgov_verified_orr_like,11204,NCT03759587,OG000,Niraparib 300 mg,ovarian_fallopian_peritoneal,maintenance,targeted_therapy,False,no,0,ctgov,Overall Response Rate (ORR),Overall Response Rate (ORR),,,0,5.0,0.0,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03759587,https://clinicaltrials.gov/api/v2/studies/NCT03759587
ctgov_verified_orr_like,11449,NCT01478373,OG000,Dovitinib,sarcoma_gist_bone,adjuvant,targeted_therapy,False,no,2.6,ctgov,Overall Response Rate (ORR) of Patients Treated With Dovitinib,Overall Response Rate (ORR) of Patients Treated With Dovitinib,,,2.6,38.0,2.6,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01478373,https://clinicaltrials.gov/api/v2/studies/NCT01478373
ctgov_verified_orr_like,11493,NCT00504153,OG000,Dasatinib (Tyrosine Kinase Inhibitor),colorectal,2L+,targeted_therapy,False,no,0,ctgov,Response Rate (RR) (Complete or Partial Responders),Response Rate (RR) (Complete or Partial Responders),,,0,19.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00504153,https://clinicaltrials.gov/api/v2/studies/NCT00504153
ctgov_verified_orr_like,11678,NCT00297258,OG000,Pazopanib 800 mg - Adipocytic Tumors,sarcoma_gist_bone,adjuvant,targeted_therapy,False,no,0,ctgov,Overall Response,Overall Response,Complete Response,,0,19.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258
ctgov_verified_orr_like,11679,NCT00297258,OG001,Pazopanib 800 mg - Leiomyosarcoma,sarcoma_gist_bone,adjuvant,targeted_therapy,False,no,2.43902,ctgov,Overall Response,Overall Response,Partial Response,,1,41.0,2.4390243902439024,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258
ctgov_verified_orr_like,11680,NCT00297258,OG002,Pazopanib 800 mg - Synovial Sarcoma,sarcoma_gist_bone,adjuvant,targeted_therapy,False,no,10.8108,ctgov,Overall Response,Overall Response,Partial Response,,4,37.0,10.81081081081081,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258
ctgov_verified_orr_like,11681,NCT00297258,OG003,Pazopanib 800mg - Other Soft Tissue Sarcoma (STS),sarcoma_gist_bone,adjuvant,targeted_therapy,False,no,7.31707,ctgov,Overall Response,Overall Response,Partial Response,,3,41.0,7.317073170731707,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00297258,https://clinicaltrials.gov/api/v2/studies/NCT00297258
exclude_in_strict_orr_sensitivity,11729,NCT00201838,OG001__control_group_756121c2,Control Group,pancreatic,1L,chemotherapy,False,no,14,ctgov,Anti-tumor Effect as Measured by the Proportion of Patients Free of Disease-progression at Six Months After Treatment Initiation,Anti-tumor Effect as Measured by the Proportion of Patients Free of Disease-progression at Six Months After Treatment Initiation,,,14,6.0,14.0,25,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00201838,https://clinicaltrials.gov/api/v2/studies/NCT00201838
ctgov_verified_orr_like,11757,NCT03395080,OG000__p000,DKN-01 monotherapy in recurrent EEC,ovarian_fallopian_peritoneal,adjuvant,targeted_therapy,False,no,7.69231,ctgov,Number of Subjects With Objective Response Rate (ORR) in EEC or EOC Patients,Number of Subjects With Objective Response Rate (ORR) in EEC or EOC Patients,Aggregate response categories,Complete Response; Partial Response,2.0,26.0,7.6923076923076925,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03395080,https://clinicaltrials.gov/api/v2/studies/NCT03395080
ctgov_verified_orr_like,11759,NCT03395080,OG002__p002,DKN-01 monotherapy in recurrent EOC,ovarian_fallopian_peritoneal,adjuvant,targeted_therapy,False,no,0,ctgov,Number of Subjects With Objective Response Rate (ORR) in EEC or EOC Patients,Number of Subjects With Objective Response Rate (ORR) in EEC or EOC Patients,Complete Response,,0,13.0,0.0,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03395080,https://clinicaltrials.gov/api/v2/studies/NCT03395080
ctgov_verified_orr_like,11761,NCT03395080,OG004,DKN-01 300mg Monotherapy in Carcinosarcoma,ovarian_fallopian_peritoneal,adjuvant,targeted_therapy,False,no,0,ctgov,Number of Subjects With Objective Response Rate (ORR) in Carcinosarcoma (MMMT) Patients,Number of Subjects With Objective Response Rate (ORR) in Carcinosarcoma (MMMT) Patients,Complete Response,,0,1.0,0.0,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03395080,https://clinicaltrials.gov/api/v2/studies/NCT03395080
ctgov_verified_orr_like,11762,NCT03395080,OG005,DKN-01 600mg Monotherapy in Carcinosarcoma,ovarian_fallopian_peritoneal,adjuvant,targeted_therapy,False,no,0,ctgov,Number of Subjects With Objective Response Rate (ORR) in Carcinosarcoma (MMMT) Patients,Number of Subjects With Objective Response Rate (ORR) in Carcinosarcoma (MMMT) Patients,Complete Response,,0,8.0,0.0,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03395080,https://clinicaltrials.gov/api/v2/studies/NCT03395080
ctgov_verified_orr_like,11997,NCT00753545,OG000,Olaparib 400 mg bd,ovarian_fallopian_peritoneal,2L+,targeted_therapy,False,no,12.3,ctgov,Objective Response Rate (ORR) (According to RECIST),Objective Response Rate (ORR) (According to RECIST),,,12.3,57.0,12.3,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00753545,https://clinicaltrials.gov/api/v2/studies/NCT00753545
ctgov_verified_orr_like,11998,NCT00753545,OG001,Placebo bd,ovarian_fallopian_peritoneal,2L+,targeted_therapy;supportive_care_or_symptom_control,False,no,4.2,ctgov,Objective Response Rate (ORR) (According to RECIST),Objective Response Rate (ORR) (According to RECIST),,,4.2,48.0,4.2,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00753545,https://clinicaltrials.gov/api/v2/studies/NCT00753545
ctgov_verified_orr_like,12329,NCT00096486,OG000,"Phase I: RAD001 10 mg, Gefitinib 250 mg",nsclc,2L+,targeted_therapy,False,no,25,ctgov,Overall Objective Response,Overall Objective Response,Partial Response (PR),,1,4.0,25.0,28,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00096486,https://clinicaltrials.gov/api/v2/studies/NCT00096486
ctgov_verified_orr_like,12330,NCT00096486,OG001,"Phase I: RAD001 5 mg, Gefitinib 250 mg",nsclc,2L+,targeted_therapy,False,no,16.6667,ctgov,Overall Objective Response,Overall Objective Response,Partial Response (PR),,1,6.0,16.666666666666664,28,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00096486,https://clinicaltrials.gov/api/v2/studies/NCT00096486
reviewed_keep_ctgov_measure_is_cr_pr_or_zero_response,12467,NCT00096941,OG000,Pertuzumab,multiple_solid_tumors,line_not_reported,targeted_therapy;antibody_biologic,False,no,0,ctgov,"Percentage of Participants With a Best Overall Response of Complete Response (CR), Partial Response (PR), Stable Disease (SD), or Progressive Disease (PD)","Percentage of Participants With a Best Overall Response of Complete Response (CR), Partial Response (PR), Stable Disease (SD), or Progressive Disease (PD)",Complete response,,0.0,3.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00096941,https://clinicaltrials.gov/api/v2/studies/NCT00096941
ctgov_verified_orr_like,12575,NCT00101413,OG000,Sorafenib,nsclc,2L+,targeted_therapy,False,no,0,ctgov,"Anti-cancer Activity (eg, Percentage of Patients With Confirmed Complete Responses (CR) and Partial Responses (PR) Per RECIST (Response Evaluation Criteria in Solid Tumors) Criteria in Patients With Stage IV Non-small Cell Lung Carcinoma (NSCLC)","Anti-cancer Activity (eg, Percentage of Patients With Confirmed Complete Responses (CR) and Partial Responses (PR) Per RECIST (Response Evaluation Criteria in Solid Tumors) Criteria in Patients With Stage IV Non-small Cell Lung Carcinoma (NSCLC)",Complete response + Partial response,,0.0,51.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00101413,https://clinicaltrials.gov/api/v2/studies/NCT00101413
ctgov_verified_orr_like,12825,NCT00126555,OG000__patients_completed_induction_gefitin_ede7c95e,Patients Completed Induction Gefitinib,melanoma_skin,maintenance,targeted_therapy,False,no,52.9412,ctgov,"Number of Participants With Response Rate During Induction, Dose Escalation, and Concomitant With Radiation.","Number of Participants With Response Rate During Induction, Dose Escalation, and Concomitant With Radiation.",Aggregate response categories,Complete Response (CR); Partial Response (PR),9.0,17.0,52.94117647058824,30,global_therapy,breast::bortezomib;breast::erlotinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00126555,https://clinicaltrials.gov/api/v2/studies/NCT00126555
ctgov_verified_orr_like,12826,NCT00126555,OG001__patients_received_the_escalated_gefi_e1c710da,Patients Received the Escalated Gefitinib Dose,melanoma_skin,maintenance,targeted_therapy,False,no,16.6667,ctgov,"Number of Participants With Response Rate During Induction, Dose Escalation, and Concomitant With Radiation.","Number of Participants With Response Rate During Induction, Dose Escalation, and Concomitant With Radiation.",Complete Response (CR),,1,6.0,16.666666666666664,30,global_therapy,breast::bortezomib;breast::erlotinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00126555,https://clinicaltrials.gov/api/v2/studies/NCT00126555
ctgov_verified_orr_like,12836,NCT00094055,OG000,Axitinib,thyroid,2L+,targeted_therapy,False,no,38.3,ctgov,Percentage of Participants With Objective Response (OR),Percentage of Participants With Objective Response (OR),,,38.3,60.0,38.3,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00094055,https://clinicaltrials.gov/api/v2/studies/NCT00094055
