atlas_row_index,nct_id,source_url,api_url,brief_title,tissue_type,line_of_therapy,biomarker,arm_group_id,ctgov_result_group_ids,ctgov_result_group_titles,arm_title,arm_description,interventions,regimen,therapy_class,is_combination,orr_pct,orr_n,orr_denom,orr_endpoint_title,orr_time_frame,model_orr_pct,model_orr_pct_source,model_orr_pct_pmid,pubmed_orr_pct,pubmed_orr_pct_pmid,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,ctgov_audit_status,ctgov_verified_orr_pct,ctgov_value_delta,ctgov_outcome_title,ctgov_outcome_type,ctgov_outcome_time_frame,ctgov_param_type,ctgov_unit_of_measure,ctgov_class_title,ctgov_category_title,ctgov_group_id,ctgov_group_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_measurement_pct,ctgov_lower_limit,ctgov_upper_limit,ctgov_citation,ctgov_api_citation,ctgov_retrieved_date,ctgov_audit_note
14795,NCT00244764,https://clinicaltrials.gov/study/NCT00244764,https://clinicaltrials.gov/api/v2/studies/NCT00244764,GW786034 In Subjects With Locally Recurrent Or Metastatic Clear Cell Renal Cell Carcinoma,renal,1L,no,OG000,OG000,Pazopanib 800 mg,Pazopanib 800 mg,Pazopanib 800 milligrams (mg) (tablets) administered orally once a day,GW786034,Pazopanib 800 mg | Pazopanib 800 milligrams (mg) (tablets) administered orally once a day | GW786034,targeted_therapy,False,34.6667,78,225,Overall Response by RECIST Criteria,Baseline to Response (up to 2.40 years). Assessments occurred at Week 12 and every 8 weeks thereafter.,34.6667,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,34.66666666666667,-3.333333332733446e-05,Overall Response by RECIST Criteria,PRIMARY,Baseline to Response (up to 2.40 years). Assessments occurred at Week 12 and every 8 weeks thereafter.,NUMBER,participants,Complete Response + Partial Response,,OG000,Pazopanib 800 mg,78,225.0,34.66666666666667,,,https://clinicaltrials.gov/study/NCT00244764,https://clinicaltrials.gov/api/v2/studies/NCT00244764,2026-06-03,
14965,NCT00706628,https://clinicaltrials.gov/study/NCT00706628,https://clinicaltrials.gov/api/v2/studies/NCT00706628,A Multi-centre 3-arm Randomised Phase II Trial of BIBF 1120 Versus BIBW 2992 Versus Sequential Administration of BIBF 1120 and BIBW 2992 in Patients With Hormone-resistant Prostate Cancer,prostate,2L+,no,OG000__bibf_1120_monotherapy_c73eb34b,OG000,BIBF 1120 Monotherapy,BIBF 1120 Monotherapy,250 mg soft gelatine capsules administered orally twice a day (BID). Continuous daily dosing in 28-day cycles. Patients were eligible for repeated treatment cycles for 48 weeks in the absence of clinical disease progression.,BIBF 1120,BIBF 1120 Monotherapy | 250 mg soft gelatine capsules administered orally twice a day (BID). Continuous daily dosing in 28-day cycles. Patients were eligible for repeated treatment cycles for 48 weeks in the absence of clinical disease progression. | BIBF 1120,targeted_therapy,False,8.3,8.3,12,"RECIST Tumour Progression Rate at 12, 24, 36, and 48 Weeks","12, 24, 36, and 48 weeks",8.3,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_no_matching_orr_measurement,,,,,,,,,,,,,,,,,https://clinicaltrials.gov/study/NCT00706628,https://clinicaltrials.gov/api/v2/studies/NCT00706628,2026-06-03,
14966,NCT00706628,https://clinicaltrials.gov/study/NCT00706628,https://clinicaltrials.gov/api/v2/studies/NCT00706628,A Multi-centre 3-arm Randomised Phase II Trial of BIBF 1120 Versus BIBW 2992 Versus Sequential Administration of BIBF 1120 and BIBW 2992 in Patients With Hormone-resistant Prostate Cancer,prostate,2L+,no,OG001,OG001,BIBW 2992 Monotherapy,BIBW 2992 Monotherapy,40 mg tablets administered orally once a day (QD). Continuous daily dosing in 28-day cycles. Patients were eligible for repeated treatment cycles for 48 weeks in the absence of clinical disease progression.,BIBW 2992,BIBW 2992 Monotherapy | 40 mg tablets administered orally once a day (QD). Continuous daily dosing in 28-day cycles. Patients were eligible for repeated treatment cycles for 48 weeks in the absence of clinical disease progression. | BIBW 2992,targeted_therapy,False,50,50,8,"RECIST Tumour Progression Rate at 12, 24, 36, and 48 Weeks","12, 24, 36, and 48 weeks",50,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_no_matching_orr_measurement,,,,,,,,,,,,,,,,,https://clinicaltrials.gov/study/NCT00706628,https://clinicaltrials.gov/api/v2/studies/NCT00706628,2026-06-03,
15006,NCT00245063,https://clinicaltrials.gov/study/NCT00245063,https://clinicaltrials.gov/api/v2/studies/NCT00245063,AZD2171 in Treating Patients With Recurrent Small Cell Lung Cancer,nsclc,2L+,no,OG000,OG000,Arm A,Arm A,Patients receive oral AZD2171 45 mg once daily for 28 days. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity. cediranib maleate: Given PO,cediranib maleate,Arm A | Patients receive oral AZD2171 45 mg once daily for 28 days. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity. cediranib maleate: Given PO | cediranib maleate,targeted_therapy,False,0,0,12,Objective Response Rate,Up to 4 weeks,0,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Objective Response Rate,PRIMARY,Up to 4 weeks,NUMBER,percentage of responding patients,,,OG000,Arm A,0,12.0,0.0,,,https://clinicaltrials.gov/study/NCT00245063,https://clinicaltrials.gov/api/v2/studies/NCT00245063,2026-06-03,
15007,NCT00245063,https://clinicaltrials.gov/study/NCT00245063,https://clinicaltrials.gov/api/v2/studies/NCT00245063,AZD2171 in Treating Patients With Recurrent Small Cell Lung Cancer,nsclc,2L+,no,OG001,OG001,Arm B,Arm B,Patients receive oral AZD2171 30 mg once daily for 28 days. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity. cediranib maleate: Given PO,cediranib maleate,Arm B | Patients receive oral AZD2171 30 mg once daily for 28 days. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity. cediranib maleate: Given PO | cediranib maleate,targeted_therapy,False,0,0,13,Objective Response Rate,Up to 4 weeks,0,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Objective Response Rate,PRIMARY,Up to 4 weeks,NUMBER,percentage of responding patients,,,OG001,Arm B,0,13.0,0.0,,,https://clinicaltrials.gov/study/NCT00245063,https://clinicaltrials.gov/api/v2/studies/NCT00245063,2026-06-03,
15141,NCT02575339,https://clinicaltrials.gov/study/NCT02575339,https://clinicaltrials.gov/api/v2/studies/NCT02575339,MLN0128 Compared to Sorafenib in Advanced or Metastatic Hepatocellular Carcinoma,liver_hcc,2L+,no,OG000__phase_i_level_1_15_mg_of_mln0128_748fc35d,OG000,"Phase I, Level 1: 15 mg of MLN0128","Phase I, Level 1: 15 mg of MLN0128","Subjects at Phase I, level 1 will receive 15mg of MLN0128 orally once weekly per dose level",MLN0128,"Phase I, Level 1: 15 mg of MLN0128 | Subjects at Phase I, level 1 will receive 15mg of MLN0128 orally once weekly per dose level | MLN0128",targeted_therapy,False,0,0,7,Phase I: Objective Response Rate (ORR),Objective Response Rate is assessed at 16 weeks and 24 weeks from start of treatment cycle until Progressive disease is documented.,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase I: Objective Response Rate (ORR),SECONDARY,Objective Response Rate is assessed at 16 weeks and 24 weeks from start of treatment cycle until Progressive disease is documented.,COUNT_OF_PARTICIPANTS,Participants,,,OG000,"Phase I, Level 1: 15 mg of MLN0128",0,7.0,0.0,,,https://clinicaltrials.gov/study/NCT02575339,https://clinicaltrials.gov/api/v2/studies/NCT02575339,2026-06-03,
15142,NCT02575339,https://clinicaltrials.gov/study/NCT02575339,https://clinicaltrials.gov/api/v2/studies/NCT02575339,MLN0128 Compared to Sorafenib in Advanced or Metastatic Hepatocellular Carcinoma,liver_hcc,2L+,no,OG001__phase_i_level_2_20mg_of_mln0128_2e951dbb,OG001,"Phase I, Level 2: 20mg of MLN0128","Phase I, Level 2: 20mg of MLN0128","Subjects at Phase I, level 2 will receive 20mg of MLN0128 orally once weekly per dose level",MLN0128,"Phase I, Level 2: 20mg of MLN0128 | Subjects at Phase I, level 2 will receive 20mg of MLN0128 orally once weekly per dose level | MLN0128",targeted_therapy,False,0,0,4,Phase I: Objective Response Rate (ORR),Objective Response Rate is assessed at 16 weeks and 24 weeks from start of treatment cycle until Progressive disease is documented.,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase I: Objective Response Rate (ORR),SECONDARY,Objective Response Rate is assessed at 16 weeks and 24 weeks from start of treatment cycle until Progressive disease is documented.,COUNT_OF_PARTICIPANTS,Participants,,,OG001,"Phase I, Level 2: 20mg of MLN0128",0,4.0,0.0,,,https://clinicaltrials.gov/study/NCT02575339,https://clinicaltrials.gov/api/v2/studies/NCT02575339,2026-06-03,
15396,NCT02362048,https://clinicaltrials.gov/study/NCT02362048,https://clinicaltrials.gov/api/v2/studies/NCT02362048,ACP-196 Alone and in Combination With Pembrolizumab in Subjects With Advanced or Metastatic Pancreatic Cancer,pancreatic,2L+,no,OG000,OG000,Arm 1 - Acalabrutinib Monotherapy,Arm 1 - Acalabrutinib Monotherapy,Acalabrutinib 100 mg administered orally (PO) twice daily (BID),,Arm 1 - Acalabrutinib Monotherapy | Acalabrutinib 100 mg administered orally (PO) twice daily (BID),targeted_therapy,False,0,0,29,Number of Participants With Overall Response Advanced or Metastatic Pancreatic Cancer.,Every 12 weeks for up to 2 years.,0,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Number of Participants With Overall Response Advanced or Metastatic Pancreatic Cancer.,PRIMARY,Every 12 weeks for up to 2 years.,COUNT_OF_PARTICIPANTS,Participants,,,OG000,Arm 1 - Acalabrutinib Monotherapy,0,29.0,0.0,,,https://clinicaltrials.gov/study/NCT02362048,https://clinicaltrials.gov/api/v2/studies/NCT02362048,2026-06-03,
16011,NCT00217620,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,sarcoma_gist_bone,2L+,no,OG000__leiomyosarcoma_afd3d324,OG000,Leiomyosarcoma,Leiomyosarcoma,Sorafenib (BAY 43-9006) 800 mg per day divided into two equal doses of 400 mg by mouth (PO). Patients received the drug continuously on a daily basis until progression; each cycle is 28 days. All eligible patients who received treatment were included in baseline measures.,sorafenib,Leiomyosarcoma | Sorafenib (BAY 43-9006) 800 mg per day divided into two equal doses of 400 mg by mouth (PO). Patients received the drug continuously on a daily basis until progression; each cycle is 28 days. All eligible patients who received treatment were included in baseline measures. | sorafenib,targeted_therapy,False,5.26316,1,19,"Objective Response (Confirmed, Complete and Partial)",Assessment performed every eight weeks until progression.,5.26316,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,5.263157894736842,-2.1052631584694836e-06,"Objective Response (Confirmed, Complete and Partial)",PRIMARY,Assessment performed every eight weeks until progression.,NUMBER,participants,Unconfirmed PR,,OG000,Leiomyosarcoma,1,19.0,5.263157894736842,,,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620,2026-06-03,
16012,NCT00217620,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,sarcoma_gist_bone,2L+,no,OG001,OG001,Liposarcoma,Liposarcoma,Sorafenib (BAY 43-9006) 800 mg per day divided into two equal doses of 400 mg by mouth (PO). Patients received the drug continuously on a daily basis until progression; each cycle is 28 days. All eligible patients who received treatment were included in baseline measures.,sorafenib,Liposarcoma | Sorafenib (BAY 43-9006) 800 mg per day divided into two equal doses of 400 mg by mouth (PO). Patients received the drug continuously on a daily basis until progression; each cycle is 28 days. All eligible patients who received treatment were included in baseline measures. | sorafenib,targeted_therapy,False,0,0,10,"Objective Response (Confirmed, Complete and Partial)",Assessment performed every eight weeks until progression.,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,"Objective Response (Confirmed, Complete and Partial)",PRIMARY,Assessment performed every eight weeks until progression.,NUMBER,participants,Unconfirmed PR,,OG001,Liposarcoma,0,10.0,0.0,,,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620,2026-06-03,
16013,NCT00217620,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,sarcoma_gist_bone,2L+,no,OG002,OG002,Vascular Sarcomas,Vascular Sarcomas,Sorafenib (BAY 43-9006) 800 mg per day divided into two equal doses of 400 mg by mouth (PO). Patients received the drug continuously on a daily basis until progression; each cycle is 28 days. All eligible patients who received treatment were included in baseline measures.,sorafenib,Vascular Sarcomas | Sorafenib (BAY 43-9006) 800 mg per day divided into two equal doses of 400 mg by mouth (PO). Patients received the drug continuously on a daily basis until progression; each cycle is 28 days. All eligible patients who received treatment were included in baseline measures. | sorafenib,targeted_therapy,False,12.5,1,8,"Objective Response (Confirmed, Complete and Partial)",Assessment performed every eight weeks until progression.,12.5,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,12.5,0.0,"Objective Response (Confirmed, Complete and Partial)",PRIMARY,Assessment performed every eight weeks until progression.,NUMBER,participants,Unconfirmed PR,,OG002,Vascular Sarcomas,1,8.0,12.5,,,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620,2026-06-03,
16241,NCT00267748,https://clinicaltrials.gov/study/NCT00267748,https://clinicaltrials.gov/api/v2/studies/NCT00267748,Sunitinib Malate Schedule 4/2 vs. Sunitinib Malate Continuous Dosing As First-Line Therapy For Metastatic Renal Cell Cancer (RCC),renal,1L,no,OG001,OG001,Sunitinib 37.5 mg,Sunitinib 37.5 mg,Sunitinib 37.5 mg continuous daily dosing (CDD) self administered orally once daily in the morning.,,Sunitinib 37.5 mg | Sunitinib 37.5 mg continuous daily dosing (CDD) self administered orally once daily in the morning.,targeted_therapy,False,28.1,28.1,146,Percentage of Participants With Objective Response (OR),"From date of randomization until the date of first documented progression or date of death due to any cause, assessed up to a maximum of 2 years",28.1,ctgov,,,,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,ctgov_verified_match,28.1,0.0,Percentage of Participants With Objective Response (OR),SECONDARY,"From date of randomization until the date of first documented progression or date of death due to any cause, assessed up to a maximum of 2 years",NUMBER,Percentage of participants,,,OG001,Sunitinib 37.5 mg,28.1,146.0,28.1,21.0,36.1,https://clinicaltrials.gov/study/NCT00267748,https://clinicaltrials.gov/api/v2/studies/NCT00267748,2026-06-03,
16430,NCT01567891,https://clinicaltrials.gov/study/NCT01567891,https://clinicaltrials.gov/api/v2/studies/NCT01567891,CT Antigen TCR-redirected T Cells for Ovarian Cancer.,ovarian_fallopian_peritoneal,2L+,no,OG000__ny_eso_1_t_82dddde0,OG000,NY-ESO-1ᶜ²⁵⁹T,NY-ESO-1ᶜ²⁵⁹T,Participants who received cytoreductive chemotherapy followed by infusion of NY-ESO-1ᶜ²⁵⁹T.,NYESO-1c259 T cells,NY-ESO-1ᶜ²⁵⁹T | Participants who received cytoreductive chemotherapy followed by infusion of NY-ESO-1ᶜ²⁵⁹T. | NYESO-1c259 T cells,chemotherapy;vaccine_oncolytic_cellular,False,0,0,6,Tumor Response,"Change from baseline, every 4 weeks until month 3 and then every 3 month until disease progression",0,ctgov,,,,30,disease_therapy;fallback_disease_baseline;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::mifepristone;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Tumor Response,SECONDARY,"Change from baseline, every 4 weeks until month 3 and then every 3 month until disease progression",COUNT_OF_PARTICIPANTS,Participants,,,OG000,NY-ESO-1ᶜ²⁵⁹T,0,6.0,0.0,,,https://clinicaltrials.gov/study/NCT01567891,https://clinicaltrials.gov/api/v2/studies/NCT01567891,2026-06-03,
16970,NCT00802945,https://clinicaltrials.gov/study/NCT00802945,https://clinicaltrials.gov/api/v2/studies/NCT00802945,Study to Evaluate the Safety and Efficacy of NKTR-102 in Patients With Metastatic or Locally Advanced Breast Cancer,breast,2L+,no,OG000,OG000,NKTR-102 14 Day,NKTR-102 14 Day,NKTR-102: NKTR-102 given on a q14 day schedule,NKTR-102,NKTR-102 14 Day | NKTR-102: NKTR-102 given on a q14 day schedule | NKTR-102,chemotherapy,False,28.6,28.6,35,Objective Response Rate (ORR),Up to 2 years.,28.6,ctgov,,,,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,28.6,0.0,Objective Response Rate (ORR),PRIMARY,Up to 2 years.,NUMBER,percentage of subjects,,,OG000,NKTR-102 14 Day,28.6,35.0,28.6,14.6,46.3,https://clinicaltrials.gov/study/NCT00802945,https://clinicaltrials.gov/api/v2/studies/NCT00802945,2026-06-03,
16971,NCT00802945,https://clinicaltrials.gov/study/NCT00802945,https://clinicaltrials.gov/api/v2/studies/NCT00802945,Study to Evaluate the Safety and Efficacy of NKTR-102 in Patients With Metastatic or Locally Advanced Breast Cancer,breast,2L+,no,OG001,OG001,NKTR-102 21 Days,NKTR-102 21 Days,NKTR-102: NKTR-102 given on a q21 day schedule,NKTR-102,NKTR-102 21 Days | NKTR-102: NKTR-102 given on a q21 day schedule | NKTR-102,chemotherapy,False,35,35,35,Objective Response Rate (ORR),Up to 2 years.,35,ctgov,,,,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,35.0,0.0,Objective Response Rate (ORR),PRIMARY,Up to 2 years.,NUMBER,percentage of subjects,,,OG001,NKTR-102 21 Days,35,35.0,35.0,14.6,46.3,https://clinicaltrials.gov/study/NCT00802945,https://clinicaltrials.gov/api/v2/studies/NCT00802945,2026-06-03,
